StringID	Type	x				y				demand	ReadyTime	DueDate		ServiceTime
C142		c		40.650143		-73.884372		0.06		0		168			0.05
C143		c		40.668797		-73.980144		0.06		0		168			0.05
C144		c		40.629573		-74.022532		0.06		0		168			0.05
C145		c		40.64848		-74.006674		0.06		0		168			0.05
C146		c		40.672976		-73.984564		0.06		0		168			0.05
C147		c		40.673754		-73.934855		0.06		0		168			0.05
C148		c		40.613322		-74.030067		0.06		0		168			0.05
C149		c		40.604374		-73.930741		0.06		0		168			0.05
C150		c		40.656762		-73.90247		0.06		0		168			0.05
C151		c		40.715086		-73.960546		0.06		0		168			0.05
C152		c		40.648468		-74.006771		0.06		0		168			0.05
C153		c		40.66101		-73.895627		0.06		0		168			0.05
C154		c		40.674329		-73.877867		0.06		0		168			0.05
C155		c		40.677973		-73.928171		0.06		0		168			0.05
C156		c		40.684658		-73.925222		0.06		0		168			0.05
C157		c		40.665324		-73.886769		0.06		0		168			0.05
C158		c		40.666548		-73.887691		0.06		0		168			0.05
C159		c		40.693761		-73.948972		0.06		0		168			0.05
C160		c		40.6659			-73.887172		0.06		0		168			0.05
C161		c		40.674221		-73.888573		0.06		0		168			0.05
C162		c		40.67073271		-73.87967557	0.06		0		168			0.05
C163		c		40.667491		-73.89384		0.06		0		168			0.05
C164		c		40.672659		-73.885742		0.06		0		168			0.05
C165		c		40.695221		-73.943264		0.06		0		168			0.05
C166		c		40.713316		-73.938974		0.06		0		168			0.05
C167		c		40.709648		-73.950166		0.06		0		168			0.05
C168		c		40.867205		-73.929121		0.06		0		168			0.05
C169		c		40.701307		-74.011998		0.06		0		168			0.05
C170		c		40.788757		-73.977788		0.06		0		168			0.05
C171		c		40.739465		-74.008162		0.06		0		168			0.05
C172		c		40.729689		-73.99662		0.06		0		168			0.05
C173		c		40.717298		-74.011001		0.06		0		168			0.05
C174		c		40.805621		-73.958455		0.06		0		168			0.05
C175		c		40.803133		-73.958336		0.06		0		168			0.05
C176		c		40.7824205		-73.9727355		0.06		0		168			0.05
C177		c		40.781936		-73.97542		0.06		0		168			0.05
C178		c		40.781265		-73.975927		0.06		0		168			0.05
C179		c		40.758977		-73.991396		0.06		0		168			0.05
C180		c		40.746041		-74.006109		0.06		0		168			0.05
C181		c		40.736401		-74.005572		0.06		0		168			0.05
C182		c		40.77878		-73.981788		0.06		0		168			0.05
C183		c		40.73582486		-73.99058057	0.06		0		168			0.05
C184		c		40.72534		-74.002324		0.06		0		168			0.05
C185		c		40.702335		-74.014384		0.06		0		168			0.05
C186		c		40.744858		-73.973764		0.06		0		168			0.05
C187		c		40.76512		-73.958509		0.06		0		168			0.05
C188		c		40.72227		-73.997287		0.06		0		168			0.05
C189		c		40.714603		-73.990111		0.06		0		168			0.05
C190		c		40.787059		-73.982257		0.06		0		168			0.05
C191		c		40.720057		-73.981636		0.06		0		168			0.05
C192		c		40.770381		-73.995824		0.06		0		168			0.05
C193		c		40.762839		-74.001011		0.06		0		168			0.05
C194		c		40.751987		-74.008443		0.06		0		168			0.05
C195		c		40.748507		-74.009283		0.06		0		168			0.05
C196		c		40.748684		-74.008825		0.06		0		168			0.05
C197		c		40.738145		-74.010417		0.06		0		168			0.05
C198		c		40.729604		-74.011454		0.06		0		168			0.05
C199		c		40.72917		-74.011317		0.06		0		168			0.05
C200		c		40.728833		-74.011899		0.06		0		168			0.05
C201		c		40.720478		-74.016223		0.06		0		168			0.05
C202		c		40.719714		-74.012943		0.06		0		168			0.05
C203		c		40.71248		-74.007642		0.06		0		168			0.05
C204		c		40.711826		-74.007142		0.06		0		168			0.05
C205		c		40.712939		-74.007262		0.06		0		168			0.05
C206		c		40.739982		-73.978053		0.06		0		168			0.05
C207		c		40.801921		-73.960854		0.06		0		168			0.05
C208		c		40.80413		-73.958298		0.06		0		168			0.05
C209		c		40.807191		-73.934751		0.06		0		168			0.05
C210		c		40.715356		-74.002985		0.06		0		168			0.05
C211		c		40.715355		-74.002982		0.06		0		168			0.05
C212		c		40.769445		-73.949898		0.06		0		168			0.05
C213		c		40.793412		-73.937115		0.06		0		168			0.05
C214		c		40.84637		-73.940825		0.06		0		168			0.05
C215		c		40.820071		-73.952107		0.06		0		168			0.05
C216		c		40.738952		-74.002882		0.06		0		168			0.05
C217		c		40.87039733		-73.92999167	0.06		0		168			0.05
C218		c		40.706124		-74.004217		0.06		0		168			0.05
C219		c		40.7348703		-74.0098974		0.06		0		168			0.05
C220		c		40.742074		-74.007545		0.06		0		168			0.05
C221		c		40.806036		-73.934206		0.06		0		168			0.05
C222		c		40.804284		-73.931744		0.06		0		168			0.05
C223		c		40.719979		-74.010272		0.06		0		168			0.05
C224		c		40.859226		-73.934552		0.06		0		168			0.05
C225		c		40.715167		-74.002599		0.06		0		168			0.05
C226		c		40.714357		-74.003085		0.06		0		168			0.05
C227		c		40.730225		-74.002246		0.06		0		168			0.05
C228		c		40.70235		-74.014393		0.06		0		168			0.05
C229		c		40.72147042		-73.97417858	0.06		0		168			0.05
C230		c		40.714224		-74.003285		0.06		0		168			0.05
C231		c		40.714045		-74.003135		0.06		0		168			0.05
C232		c		40.721757		-73.996052		0.06		0		168			0.05
C233		c		40.819645		-73.936417		0.06		0		168			0.05
C234		c		40.710746		-73.993819		0.06		0		168			0.05
C235		c		40.7125135		-74.0066935		0.06		0		168			0.05
C236		c		40.721035		-73.991596		0.06		0		168			0.05
C237		c		40.749849		-74.000856		0.06		0		168			0.05
C238		c		40.71511		-74.002359		0.06		0		168			0.05
C239		c		40.715059		-74.002355		0.06		0		168			0.05
C240		c		40.780558		-73.972924		0.06		0		168			0.05
C241		c		40.77453		-73.943837		0.06		0		168			0.05
C242		c		40.7541725		-73.983747		0.06		0		168			0.05
C243		c		40.714399		-74.006131		0.06		0		168			0.05
C244		c		40.753938		-73.986947		0.06		0		168			0.05
C245		c		40.724319		-73.997828		0.06		0		168			0.05
C246		c		40.773715		-73.981957		0.06		0		168			0.05
C247		c		40.771372		-73.982072		0.06		0		168			0.05
C248		c		40.852856		-73.938098		0.06		0		168			0.05
C249		c		40.702411		-74.012879		0.06		0		168			0.05
C250		c		40.7083255		-74.016583		0.06		0		168			0.05
C251		c		40.704592		-74.016957		0.06		0		168			0.05
C252		c		40.725698		-73.980843		0.06		0		168			0.05
C253		c		40.726599		-73.982985		0.06		0		168			0.05
C254		c		40.72603		-73.983353		0.06		0		168			0.05
C255		c		40.78613		-73.943294		0.06		0		168			0.05
C256		c		40.715342		-74.0113415		0.06		0		168			0.05
C257		c		40.829744		-73.936431		0.06		0		168			0.05
C258		c		40.716941		-74.000816		0.06		0		168			0.05
C259		c		40.817272		-73.948248		0.06		0		168			0.05
C260		c		40.807945		-73.945623		0.06		0		168			0.05
C261		c		40.718605		-73.993763		0.06		0		168			0.05
C262		c		40.704695		-74.006729		0.06		0		168			0.05
C263		c		40.704919		-74.007084		0.06		0		168			0.05
C264		c		40.71045		-74.003755		0.06		0		168			0.05
C265		c		40.715923		-74.001448		0.06		0		168			0.05
C266		c		40.716092		-74.000134		0.06		0		168			0.05
C267		c		40.785752		-73.951007		0.06		0		168			0.05
C268		c		40.716158		-74.002555		0.06		0		168			0.05
C269		c		40.714666		-74.002176		0.06		0		168			0.05
C270		c		40.760842		-73.969307		0.06		0		168			0.05
C271		c		40.71368		-74.005513		0.06		0		168			0.05
C272		c		40.755914		-73.986712		0.06		0		168			0.05
C273		c		40.751692		-73.975975		0.06		0		168			0.05
C274		c		40.750901		-73.990843		0.06		0		168			0.05
C275		c		40.712796		-74.004816		0.06		0		168			0.05
C276		c		40.714023		-74.004472		0.06		0		168			0.05
C277		c		40.742795		-74.008033		0.06		0		168			0.05
C278		c		40.824847		-73.935623		0.06		0		168			0.05
C279		c		40.731315		-74.000988		0.06		0		168			0.05
C280		c		40.713608		-74.003619		0.06		0		168			0.05
C281		c		40.712187		-74.005701		0.06		0		168			0.05
C282		c		40.847983		-73.929251		0.06		0		168			0.05
C283		c		40.84696		-73.940028		0.06		0		168			0.05
C284		c		40.719937		-73.981432		0.06		0		168			0.05
C285		c		40.756564		-73.965043		0.06		0		168			0.05
C286		c		40.748355		-74.002007		0.06		0		168			0.05
C287		c		40.736271		-73.975508		0.06		0		168			0.05
C288		c		40.716827		-74.004185		0.06		0		168			0.05
C289		c		40.87303		-73.918427		0.06		0		168			0.05
C290		c		40.716396		-74.001359		0.06		0		168			0.05
C291		c		40.715827		-74.000488		0.06		0		168			0.05
C292		c		40.824297		-73.942288		0.06		0		168			0.05
C293		c		40.715387		-74.001773		0.06		0		168			0.05
C294		c		40.710412		-73.996979		0.06		0		168			0.05
C295		c		40.716458		-74.002467		0.06		0		168			0.05
C296		c		40.812748		-73.939317		0.06		0		168			0.05
C297		c		40.805463		-73.946284		0.06		0		168			0.05
C298		c		40.729474		-74.005489		0.06		0		168			0.05
C299		c		40.806938		-73.945301		0.06		0		168			0.05
C300		c		40.802588		-73.938468		0.06		0		168			0.05
C301		c		40.828677		-73.948059		0.06		0		168			0.05
C302		c		40.799707		-73.962203		0.06		0		168			0.05
C303		c		40.723831		-73.980677		0.06		0		168			0.05
C304		c		40.835708		-73.939122		0.06		0		168			0.05
C305		c		40.796609		-73.931602		0.06		0		168			0.05
C306		c		40.808183		-73.95205		0.06		0		168			0.05
C307		c		40.804559		-73.952985		0.06		0		168			0.05
C308		c		40.814478		-73.943498		0.06		0		168			0.05
C309		c		40.724254		-73.982088		0.06		0		168			0.05
C310		c		40.740883		-73.849318		0.06		0		168			0.05
C311		c		40.741628		-73.777362		0.06		0		168			0.05
C312		c		40.770753		-73.77174		0.06		0		168			0.05
C313		c		40.779897		-73.922391		0.06		0		168			0.05
C314		c		40.739525		-73.735634		0.06		0		168			0.05
C315		c		40.69799		-73.853295		0.06		0		168			0.05
C316		c		40.792357		-73.777013		0.06		0		168			0.05
C317		c		40.701854		-73.853145		0.06		0		168			0.05
C318		c		40.702293		-73.854765		0.06		0		168			0.05
C319		c		40.744249		-73.844068		0.06		0		168			0.05
C320		c		40.746639		-73.844583		0.06		0		168			0.05
C321		c		40.754243		-73.889365		0.06		0		168			0.05
C322		c		40.74969267		-73.91472		0.06		0		168			0.05
C323		c		40.792085		-73.774357		0.06		0		168			0.05
C324		c		40.758219		-73.900278		0.06		0		168			0.05
C325		c		40.665503		-73.825629		0.06		0		168			0.05
C326		c		40.768029		-73.936159		0.06		0		168			0.05
C327		c		40.688249		-73.773574		0.06		0		168			0.05
C328		c		40.747887		-73.809765		0.06		0		168			0.05
C329		c		40.670613		-73.846257		0.06		0		168			0.05
C330		c		40.765644		-73.941159		0.06		0		168			0.05
C331		c		40.736171		-73.814014		0.06		0		168			0.05
C332		c		40.694407		-73.822116		0.06		0		168			0.05
C333		c		40.794781		-73.779207		0.06		0		168			0.05
C334		c		40.701272		-73.841922		0.06		0		168			0.05
C335		c		40.7333			-73.841976		0.06		0		168			0.05
C336		c		40.737039		-73.837856		0.06		0		168			0.05
C337		c		40.72210233		-73.846356		0.06		0		168			0.05
C338		c		40.757266		-73.770978		0.06		0		168			0.05
C339		c		40.749228		-73.803658		0.06		0		168			0.05
C340		c		40.682418		-73.785392		0.06		0		168			0.05
C341		c		40.744148		-73.809333		0.06		0		168			0.05
C342		c		40.7202325		-73.88041475	0.06		0		168			0.05
C343		c		40.73303133		-73.87122733	0.06		0		168			0.05
C344		c		40.704591		-73.881944		0.06		0		168			0.05
C345		c		40.749151		-73.840066		0.06		0		168			0.05
C346		c		40.730193		-73.885302		0.06		0		168			0.05
C347		c		40.715851		-73.836995		0.06		0		168			0.05
C348		c		40.69664		-73.860344		0.06		0		168			0.05
C349		c		40.735169		-73.843435		0.06		0		168			0.05
C350		c		40.701915		-73.783477		0.06		0		168			0.05
C351		c		40.73348233		-73.770943		0.06		0		168			0.05
C352		c		40.7101895		-73.9112595		0.06		0		168			0.05
C353		c		40.712529		-73.799377		0.06		0		168			0.05
C354		c		40.758155		-73.919785		0.06		0		168			0.05
C355		c		40.742433		-73.8093895		0.06		0		168			0.05
C356		c		40.758381		-73.831008		0.06		0		168			0.05
C357		c		40.585105		-73.809223		0.06		0		168			0.05
C358		c		40.728112		-73.835592		0.06		0		168			0.05
C359		c		40.698413		-73.857672		0.06		0		168			0.05
C360		c		40.685918		-73.769315		0.06		0		168			0.05
C361		c		40.580754		-73.824936		0.06		0		168			0.05
C362		c		40.5814			-73.823377		0.06		0		168			0.05
C363		c		40.582137		-73.820127		0.06		0		168			0.05
C364		c		40.582479		-73.819097		0.06		0		168			0.05
C365		c		40.582825		-73.817858		0.06		0		168			0.05
C366		c		40.583412		-73.815484		0.06		0		168			0.05
C367		c		40.58415		-73.812472		0.06		0		168			0.05
C368		c		40.5844			-73.811254		0.06		0		168			0.05
C369		c		40.585826		-73.807265		0.06		0		168			0.05
C370		c		40.776788		-73.92753		0.06		0		168			0.05
C371		c		40.740388		-73.841879		0.06		0		168			0.05
C372		c		40.673137		-73.85461		0.06		0		168			0.05
C373		c		40.661051		-73.746639		0.06		0		168			0.05
C374		c		40.675268		-73.786905		0.06		0		168			0.05
C375		c		40.681366		-73.787854		0.06		0		168			0.05
C376		c		40.657674		-73.748388		0.06		0		168			0.05
C377		c		40.66346		-73.741329		0.06		0		168			0.05
C378		c		40.667505		-73.807496		0.06		0		168			0.05
C379		c		40.691011		-73.774207		0.06		0		168			0.05
C380		c		40.77208		-73.769438		0.06		0		168			0.05
C381		c		40.753635		-73.947615		0.06		0		168			0.05
C382		c		40.745794		-73.846729		0.06		0		168			0.05
C383		c		40.75137775		-73.842193		0.06		0		168			0.05
C384		c		40.751882		-73.837459		0.06		0		168			0.05
C385		c		40.76269		-73.753297		0.06		0		168			0.05
C386		c		40.602281		-73.751564		0.06		0		168			0.05
C387		c		40.751418		-73.833843		0.06		0		168			0.05
C388		c		40.732226		-73.86515		0.06		0		168			0.05
C389		c		40.743599		-73.850355		0.06		0		168			0.05
C390		c		40.747127		-73.852214		0.06		0		168			0.05
C391		c		40.755803		-73.92631		0.06		0		168			0.05
C392		c		40.744152		-73.844476		0.06		0		168			0.05
C393		c		40.690594		-73.803822		0.06		0		168			0.05
C394		c		40.701651		-73.78315		0.06		0		168			0.05
C395		c		40.683453		-73.79213		0.06		0		168			0.05
C396		c		40.692406		-73.794745		0.06		0		168			0.05
C397		c		40.595548		-73.762266		0.06		0		168			0.05
EOF							
